Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Location,Speed_limit,Light_Conditions,Weather_Conditions,Urban_or_Rural_Area
1,3,1,1,3,31,20,1,1,1
13,3,2,1,3,206,30,1,1,1
33,3,2,1,3,366,30,1,1,2
1,3,1,1,3,4,30,1,1,1
47,3,2,2,3,555,60,6,1,2
1,3,2,1,4,9,20,1,1,1
42,3,2,1,4,456,30,1,1,2
52,3,3,3,4,605,60,1,1,2
61,2,1,1,4,732,30,1,1,2
4,3,1,1,4,85,30,1,1,1
50,2,2,1,4,596,60,1,1,2
60,2,2,1,4,720,40,1,1,2
52,3,2,2,4,610,30,1,1,1
93,2,2,2,4,912,70,1,2,2
47,3,2,1,4,551,30,1,1,1
12,3,1,1,4,182,60,1,1,2
12,3,2,1,4,189,30,1,1,2
1,2,2,1,4,19,30,4,1,1
6,3,2,1,5,106,20,4,2,1
3,3,2,1,5,64,30,1,2,2
16,3,2,1,5,228,30,1,2,1
47,3,2,1,5,558,40,1,1,2
6,3,1,1,5,109,20,1,1,1
61,3,2,1,5,733,50,1,1,2
43,2,1,2,5,477,30,1,1,1
30,3,2,1,5,320,70,1,1,2
60,3,3,1,5,724,60,1,1,2
33,3,2,3,5,363,30,1,1,2
36,3,2,1,5,400,70,1,1,2
46,2,2,1,5,544,30,4,1,1
42,3,2,1,5,454,40,4,1,1
46,3,2,1,6,541,40,1,1,2
40,3,2,1,6,420,30,1,1,1
12,3,2,1,6,180,60,1,1,2
93,3,3,1,6,918,30,1,1,1
47,2,1,1,6,551,30,1,1,1
10,3,3,2,6,139,60,1,1,2
20,2,1,1,6,307,30,1,1,1
47,3,2,3,6,563,60,1,8,2
13,3,1,1,6,206,30,1,1,1
95,3,1,1,6,914,60,1,2,2
52,3,4,1,6,605,30,4,1,1
17,3,2,1,6,245,30,4,1,1
20,3,2,1,7,300,30,4,1,1
31,3,2,1,7,340,60,1,1,2
42,2,2,1,7,453,40,1,4,1
1,3,2,2,7,19,30,1,1,2
44,3,2,1,7,498,30,1,1,2
14,3,2,3,7,210,30,1,1,1
46,2,4,1,7,535,40,1,1,1
60,2,3,1,7,724,60,1,1,2
52,2,3,1,7,609,30,1,1,2
36,3,2,1,7,404,30,1,1,1
10,3,3,1,7,147,40,1,1,1
13,3,1,1,7,200,30,1,1,2
4,2,1,3,1,83,30,5,1,1
45,1,1,1,1,516,60,1,1,2
45,3,2,1,1,510,30,1,1,2
13,3,2,1,1,206,40,1,1,2
60,3,2,2,1,724,70,1,1,2
22,3,3,1,1,273,30,1,1,1
1,3,1,1,1,26,30,1,1,1
1,3,1,1,2,10,30,4,1,1
1,3,2,1,2,27,30,1,1,1
55,3,2,1,2,640,30,1,1,1
1,3,2,1,2,9,30,1,2,1
47,3,2,1,2,565,30,1,1,1
1,3,2,3,2,1,40,1,1,1
20,3,2,1,2,305,30,1,1,1
22,3,2,1,2,277,70,1,1,2
94,3,1,1,2,925,20,1,1,2
1,3,1,2,2,7,30,1,1,1
20,2,2,1,2,303,30,1,1,1
32,3,1,1,2,351,60,1,1,2
37,3,1,5,3,415,30,6,1,2
97,3,2,1,3,926,30,1,1,1
95,3,2,2,3,923,30,1,1,1
13,3,2,1,3,204,40,1,1,2
63,3,2,1,3,751,60,1,1,2
1,3,2,1,3,3,30,1,1,1
50,3,2,2,3,586,70,1,1,2
1,3,2,1,3,8,30,1,1,1
1,2,2,1,3,4,30,1,1,1
14,3,1,1,3,215,30,1,1,1
1,3,2,1,3,9,30,1,9,1
1,3,1,1,3,9,30,1,1,1
97,3,2,1,3,935,30,1,1,2
13,2,2,1,3,204,30,4,1,1
32,2,1,1,4,356,60,1,1,2
21,3,3,3,4,256,60,1,1,2
12,3,2,2,4,187,70,1,1,2
1,3,1,1,4,5,30,1,1,1
94,3,2,1,4,925,40,1,1,2
23,3,2,1,4,293,70,1,1,2
92,3,2,1,4,910,30,1,1,1
42,3,2,1,4,459,30,1,1,1
1,3,2,1,4,1,30,1,1,1
43,3,1,1,4,479,70,1,1,1
5,2,1,1,4,91,30,4,1,1
30,3,2,1,4,328,30,4,1,1
97,3,1,1,5,919,70,1,1,2
5,2,2,1,5,91,30,1,1,1
46,3,2,2,5,532,30,1,1,1
14,3,2,1,5,213,30,1,1,1
97,3,1,1,5,932,30,1,1,1
43,3,2,2,5,484,30,1,1,2
4,3,2,1,5,79,20,1,1,1
13,3,2,2,5,206,70,1,1,2
13,3,3,4,5,203,30,1,1,1
46,3,2,1,5,532,30,7,1,1
6,3,2,4,5,100,30,4,1,1
97,3,3,1,6,926,30,1,1,1
55,3,2,4,6,643,50,1,2,1
52,3,2,1,6,601,20,1,2,1
45,3,2,1,6,511,30,1,1,2
44,3,1,1,6,496,40,1,2,2
96,3,3,1,6,939,30,1,1,1
46,3,1,1,6,536,50,1,2,2
52,3,1,1,6,606,60,1,2,2
63,3,4,1,6,753,60,1,1,2
46,3,2,3,6,532,30,1,2,1
45,3,1,3,6,38,30,1,2,2
1,3,2,1,6,25,40,1,1,1
34,3,2,2,6,384,60,1,1,2
16,3,1,1,6,228,30,1,2,1
4,3,2,1,6,83,30,1,1,1
20,1,2,2,6,307,30,4,1,1
48,2,1,1,6,570,20,4,1,1
45,1,1,1,7,511,30,4,1,1
10,2,1,2,7,139,30,1,1,2
1,3,2,2,7,32,70,1,2,2
97,3,2,1,7,931,30,1,2,1
60,3,2,2,7,723,70,1,1,2
5,3,2,1,7,93,40,1,1,2
1,3,1,1,7,8,30,1,4,1
35,1,2,3,7,392,60,1,1,2
43,3,1,1,7,470,30,1,1,1
42,2,1,1,7,461,30,1,1,2
46,3,2,2,7,544,30,1,1,1
41,2,2,1,7,431,30,4,5,1
1,3,3,6,1,14,30,4,1,1
20,3,2,2,1,305,30,1,1,1
16,3,1,2,1,231,60,1,1,2
46,3,1,1,1,539,20,1,1,1
42,3,2,1,1,451,30,1,1,2
20,3,2,2,1,309,30,1,1,1
32,3,3,1,1,352,30,1,2,1
47,2,2,1,1,556,60,6,1,2
1,3,1,2,2,1,30,4,1,1
22,3,3,3,2,285,30,1,1,1
36,3,1,1,2,405,30,1,1,1
46,3,1,2,2,530,70,1,1,2
46,3,1,2,2,544,30,1,1,1
6,3,2,4,2,106,30,1,1,1
43,3,2,1,2,479,30,1,1,1
32,2,3,1,2,351,60,1,1,2
97,3,2,2,2,932,70,4,1,1
1,3,3,1,3,24,30,1,1,1
47,3,2,1,3,551,20,1,1,1
46,3,3,2,3,544,30,1,1,1
62,3,2,1,3,746,40,1,1,2
30,3,1,1,3,322,30,1,1,1
12,3,3,1,3,181,70,1,1,2
45,2,3,1,3,515,50,1,1,2
1,3,2,1,3,9,30,1,1,1
47,3,2,1,3,551,30,1,1,1
20,3,3,1,3,300,30,1,1,1
46,2,1,1,3,542,70,1,1,2
14,2,1,1,3,213,20,1,1,1
1,3,2,1,3,9,30,7,9,1
43,2,2,1,3,480,30,4,1,1
45,3,1,1,4,514,40,1,1,1
13,3,3,2,4,200,30,1,1,2
44,3,2,1,4,495,30,1,1,1
52,3,1,1,4,608,60,1,1,2
1,2,1,1,4,26,30,1,1,1
97,3,2,1,4,937,60,1,1,2
11,3,2,2,4,169,30,1,1,2
55,3,2,1,4,646,30,1,2,1
62,3,1,3,4,744,70,1,1,2
4,3,1,1,4,71,30,1,1,1
92,3,1,1,4,930,60,6,1,2
62,3,1,1,5,742,30,1,1,1
45,3,2,2,5,517,30,1,1,2
16,3,2,1,5,233,30,1,1,2
62,3,2,1,5,745,60,1,1,2
97,3,2,1,5,919,30,1,1,2
46,3,4,2,5,541,70,1,1,2
20,3,1,1,5,303,30,1,1,1
13,3,1,1,5,202,20,1,2,1
22,3,2,1,5,270,40,1,2,2
20,3,2,1,5,309,60,1,2,2
47,3,3,1,5,552,30,4,1,1
44,2,2,1,5,493,40,7,1,1
12,3,1,1,6,180,30,4,2,1
1,3,1,1,6,30,30,1,9,1
32,2,1,1,6,356,60,1,1,2
54,3,2,2,6,635,30,1,1,1
46,3,2,2,6,538,50,1,1,2
22,3,1,2,6,276,30,4,1,1
14,3,1,1,6,215,30,1,1,1
1,3,2,1,6,30,30,1,1,1
45,3,3,2,6,515,40,1,1,1
97,3,1,1,6,926,30,1,1,1
95,3,2,1,6,940,30,1,1,1
42,2,1,1,6,450,30,1,1,1
42,3,2,1,6,461,30,1,1,1
4,3,3,1,6,83,70,1,1,2
95,3,3,3,6,923,70,1,1,2
43,3,2,1,6,479,70,6,1,2
61,2,2,4,6,730,30,4,1,1
61,3,1,2,7,731,30,4,2,1
1,3,1,1,7,23,30,1,1,1
52,3,1,1,7,605,30,1,1,1
16,3,2,1,7,228,30,1,1,1
43,2,1,1,7,476,60,1,1,2
5,3,2,2,7,91,30,1,1,1
5,3,2,1,7,95,30,1,1,1
23,3,1,1,7,290,30,1,2,1
7,3,2,1,7,129,30,1,1,2
37,1,1,1,7,410,30,1,1,1
92,2,1,2,7,911,60,6,1,2
12,3,2,1,1,189,30,4,1,1
13,3,2,1,1,204,70,5,2,2
30,3,2,1,1,325,30,1,1,1
1,3,4,1,1,31,30,1,1,1
52,2,1,2,1,607,40,1,1,2
1,3,3,1,1,32,40,1,1,1
52,3,2,1,1,612,30,1,1,2
1,3,1,1,1,32,30,1,8,1
7,3,4,3,1,130,70,1,1,2
41,3,1,1,1,432,30,1,2,1
54,3,2,2,1,635,40,6,1,2
10,3,1,1,2,147,20,5,1,1
1,3,2,1,2,25,40,4,1,1
12,3,2,2,2,184,70,1,1,2
46,2,2,3,2,536,70,1,1,2
44,3,3,1,2,501,70,1,1,2
1,3,2,1,2,15,30,1,1,1
16,3,2,1,2,228,30,1,1,1
20,3,2,3,2,309,30,1,1,1
1,3,1,1,2,1,30,1,1,1
1,3,2,1,2,19,30,1,1,1
16,3,2,1,2,232,30,1,1,1
45,3,1,2,2,511,30,6,1,2
44,2,2,2,2,490,70,6,1,2
7,3,2,1,3,129,30,1,1,1
37,3,2,1,3,414,30,1,1,1
45,2,1,1,3,38,30,1,1,1
44,3,2,1,3,505,60,1,1,2
47,3,4,3,3,551,30,1,1,1
44,2,2,1,3,502,30,1,1,2
45,3,2,1,3,514,30,1,1,1
46,3,1,1,3,543,60,6,1,2
44,3,2,1,3,502,30,1,1,1
47,3,2,1,3,565,70,1,1,2
42,3,3,1,3,450,70,1,1,1
43,3,1,1,3,479,40,1,1,1
30,3,2,1,3,320,30,4,1,1
22,3,2,2,3,278,30,4,1,1
95,2,2,1,4,923,40,1,1,2
1,3,1,2,4,8,30,1,1,1
1,3,3,1,4,30,40,1,9,1
14,3,1,1,4,215,30,1,9,1
95,3,1,1,4,923,40,1,1,1
45,3,2,1,4,518,40,1,1,1
23,2,2,1,4,290,30,1,1,2
40,3,3,1,4,424,60,1,2,2
43,3,2,1,4,476,60,6,1,2
41,3,2,1,5,33,30,1,1,2
52,3,3,1,5,601,20,1,1,1
40,2,1,1,5,420,30,1,1,2
1,3,2,1,5,27,40,1,1,1
20,2,1,1,5,302,30,1,1,1
5,2,1,1,5,93,30,1,1,1
32,3,2,1,5,351,30,1,1,2
1,2,1,1,5,11,30,1,1,1
43,1,5,2,5,480,30,1,1,1
36,3,2,2,5,404,30,1,1,1
46,2,2,1,5,543,60,1,1,2
37,3,2,2,5,414,60,1,1,2
44,2,2,1,5,494,60,6,1,2
1,3,2,1,5,1,30,7,1,1
1,3,1,1,6,3,20,1,1,1
47,3,2,1,6,556,30,1,1,1
20,2,1,1,6,305,30,1,1,1
52,2,2,1,6,610,60,1,1,2
5,3,1,1,6,95,30,1,1,1
43,3,1,1,6,482,30,1,1,1
20,3,2,3,6,300,30,1,1,1
13,3,2,1,6,204,40,1,1,1
95,3,3,2,6,923,40,1,1,2
95,3,2,1,6,921,30,1,1,1
4,3,1,1,6,70,30,1,1,1
20,2,2,4,6,300,30,1,1,1
37,3,1,1,6,415,70,6,1,2
50,3,1,1,7,596,30,6,1,2
13,3,1,1,7,206,40,1,1,2
52,3,2,5,7,605,30,1,1,2
4,3,1,1,7,70,30,1,2,1
97,2,1,1,7,937,60,1,1,2
1,3,2,1,7,18,40,1,1,2
63,3,2,1,7,753,40,1,1,2
43,3,4,1,7,481,70,1,2,2
97,3,1,1,7,935,30,1,2,2
45,3,1,1,7,511,70,1,1,2
10,3,2,1,7,147,30,4,2,1
1,3,2,2,7,31,30,4,1,1
48,2,1,1,7,570,30,4,2,1
47,3,2,2,1,563,70,4,1,2
14,3,1,1,1,215,30,1,1,1
53,3,2,1,1,624,40,1,1,2
50,3,1,1,1,583,40,1,1,2
12,3,2,1,1,186,60,1,1,2
97,2,1,1,1,928,30,1,1,1
40,3,3,1,1,424,60,1,4,2
52,3,1,1,1,606,30,1,1,1
42,3,2,3,1,452,60,1,1,2
7,1,3,1,1,129,60,6,1,2
42,3,2,1,2,462,40,1,2,2
35,3,1,1,2,395,60,1,2,2
35,3,2,1,2,394,30,1,8,1
1,3,3,4,2,13,30,1,1,1
46,3,1,1,2,544,70,1,2,2
1,3,1,1,2,24,30,1,1,1
46,3,2,1,2,532,70,1,2,2
95,3,1,1,2,914,60,1,2,2
16,3,2,1,2,231,30,1,1,1
5,3,3,3,2,91,30,1,1,1
10,3,2,1,2,147,50,1,1,1
96,3,2,1,2,939,30,1,1,1
37,2,2,2,2,410,30,6,2,2
55,3,2,1,2,645,50,6,1,2
32,3,2,1,3,354,60,1,1,2
10,2,2,1,3,147,30,1,1,1
20,3,1,1,3,300,30,1,1,1
46,3,1,1,3,540,30,1,1,1
36,3,2,1,3,407,30,1,1,1
36,2,1,1,3,407,30,1,1,2
4,2,2,1,3,70,30,1,1,1
7,3,2,1,3,129,40,1,1,2
1,2,1,1,3,5,20,1,1,1
97,3,2,1,3,932,60,1,1,2
16,3,2,2,3,231,30,4,1,1
20,3,2,1,4,305,40,1,1,1
37,3,2,1,4,414,30,1,1,1
1,3,1,1,4,24,30,1,1,1
14,3,2,1,4,211,30,1,1,1
31,3,2,1,4,346,30,1,1,1
45,3,2,3,4,517,60,1,1,2
35,3,2,1,4,391,60,1,1,2
95,3,1,1,4,923,30,1,9,1
30,3,2,2,4,323,30,4,1,1
33,2,2,2,4,363,60,4,1,2
33,3,2,5,4,364,30,4,1,1
33,2,2,2,5,360,70,4,1,2
40,3,2,1,5,421,20,1,1,1
33,3,3,2,5,366,60,1,1,2
41,3,2,1,5,433,60,1,1,1
47,3,3,3,5,554,60,1,1,2
44,3,2,1,5,501,30,1,1,1
5,3,2,2,5,91,30,1,1,1
94,3,3,3,5,925,70,1,1,1
4,3,1,1,5,79,30,1,1,1
12,3,2,1,5,189,30,1,1,1
33,3,2,1,5,363,30,1,1,1
13,2,1,1,5,200,30,1,1,1
1,3,2,2,5,17,30,1,1,1
44,3,1,1,5,492,50,4,1,1
22,2,3,2,6,286,60,1,1,2
14,3,1,1,6,211,30,1,1,1
5,3,2,2,6,95,30,1,1,1
46,3,2,1,6,533,30,1,1,1
1,3,3,1,6,29,30,1,1,1
44,3,2,1,6,498,30,1,1,1
63,3,3,1,6,751,30,1,1,2
60,3,2,1,6,723,30,1,1,1
1,2,1,1,6,27,40,1,1,1
35,3,2,1,6,394,40,1,1,1
42,2,1,1,6,458,30,1,1,1
13,3,2,1,6,203,40,1,9,1
45,3,1,1,6,510,30,4,1,1
3,3,1,1,6,65,30,4,1,1
20,3,2,1,7,306,40,4,1,2
23,2,2,1,7,294,30,4,1,1
42,3,2,1,7,452,60,1,2,2
36,3,2,1,7,404,30,1,2,1
4,3,2,1,7,71,30,1,1,1
32,3,1,1,7,355,60,1,2,2
22,3,2,2,7,285,50,1,2,2
37,3,2,1,7,411,70,1,2,2
33,3,1,1,7,362,30,1,1,1
43,3,1,1,7,485,60,1,2,2
55,3,1,1,7,644,30,1,1,1
22,3,2,1,7,270,40,1,1,1
35,3,2,3,7,390,30,1,2,1
46,3,2,3,7,544,30,6,1,1
94,2,1,1,7,925,40,4,1,1
21,3,3,3,1,254,60,7,1,2
42,3,1,1,1,463,40,1,1,2
95,2,1,1,1,914,60,1,1,2
42,3,6,1,1,451,70,1,1,2
20,3,2,2,1,303,30,1,1,1
42,2,2,1,1,461,60,1,1,2
20,3,2,3,1,303,30,1,1,1
1,3,2,1,1,18,30,1,1,1
52,3,1,1,1,606,60,1,1,2
44,3,2,1,1,498,30,1,1,1
13,3,2,1,1,200,30,4,1,1
5,3,2,1,1,91,30,4,1,1
42,2,2,2,2,452,70,1,1,2
22,2,2,1,2,286,60,1,1,2
30,3,2,1,2,324,30,1,9,1
33,3,1,1,2,360,30,1,1,2
7,3,2,1,2,129,30,1,1,1
63,3,1,1,2,750,30,1,1,2
1,3,2,2,2,31,20,1,1,1
42,3,3,1,2,455,30,1,1,2
41,3,3,7,2,438,70,1,1,2
1,3,1,1,2,5,30,1,1,1
31,3,2,1,2,343,30,1,1,1
52,3,2,2,2,605,60,4,1,2
43,3,2,1,2,482,50,6,1,2
62,3,2,1,3,741,60,6,1,2
16,3,1,1,3,232,30,1,1,1
11,3,2,1,3,169,60,1,1,2
21,2,2,2,3,257,30,1,1,1
33,3,2,2,3,362,40,1,1,2
33,3,2,1,3,367,30,1,1,1
50,3,2,1,3,589,60,1,1,2
35,3,2,1,3,393,40,1,1,1
46,2,2,1,3,535,70,1,1,2
61,3,2,2,3,731,60,1,1,1
35,3,2,1,3,394,40,1,1,2
44,2,2,1,3,498,30,4,1,1
54,2,1,1,3,635,60,6,1,1
52,2,2,3,4,607,40,6,1,2
47,3,3,1,4,565,20,1,1,1
42,3,2,1,4,460,30,1,1,1
1,3,2,1,4,14,30,1,1,1
44,2,4,1,4,502,60,1,1,2
44,3,1,1,4,498,30,1,1,1
50,3,2,2,4,584,60,1,1,2
1,3,2,1,4,29,30,1,1,1
46,3,2,1,4,532,30,1,2,2
97,2,1,2,4,926,30,1,1,1
63,3,1,1,4,751,50,1,1,2
50,3,2,2,4,585,40,1,1,2
1,2,2,1,4,22,30,1,1,1
30,3,2,1,4,323,30,1,9,1
60,3,2,2,4,721,30,4,1,2
46,2,6,5,5,532,70,1,1,2
97,3,3,2,5,922,50,1,7,2
6,3,2,1,5,109,30,1,1,1
32,2,1,1,5,356,60,1,7,2
20,3,2,2,5,303,30,1,1,1
41,3,2,1,5,437,30,1,1,2
63,2,2,2,5,751,60,1,1,2
12,3,2,1,5,180,60,1,1,2
21,3,2,1,5,255,70,1,1,2
35,3,1,1,5,391,40,1,1,2
36,2,2,2,5,401,70,1,1,2
63,2,3,2,5,751,40,1,1,2
44,2,2,1,5,490,30,1,1,1
4,3,2,1,5,82,30,1,1,2
6,1,2,1,5,102,30,4,1,1
23,3,1,1,5,291,30,4,1,1
54,3,1,1,6,635,60,6,2,2
43,3,2,1,6,476,30,1,1,1
20,3,2,1,6,300,30,1,9,1
32,3,1,1,6,351,30,1,2,1
4,3,2,1,6,84,60,1,1,2
10,2,1,1,6,148,30,1,1,2
33,3,1,1,6,365,60,1,2,2
20,3,2,2,6,300,30,1,1,1
4,3,2,3,6,72,30,1,1,2
50,3,2,2,6,582,60,1,1,2
42,3,2,1,6,456,30,1,1,1
47,3,2,1,6,563,30,1,1,2
46,3,3,2,6,544,30,1,1,1
45,3,1,1,6,513,30,7,1,1
21,3,2,2,6,257,30,1,1,1
36,3,2,2,7,407,60,5,2,2
97,3,2,2,7,926,30,1,1,1
62,3,2,1,7,741,30,1,1,1
30,3,3,2,7,322,60,1,1,1
21,2,2,1,7,253,30,1,1,1
6,2,2,1,7,109,30,1,1,1
37,3,1,1,7,414,20,1,1,1
46,3,1,2,7,539,70,1,5,1
12,2,2,1,7,181,30,1,1,2
1,3,1,1,7,30,30,1,1,1
42,3,2,1,7,453,30,4,1,1
46,3,2,2,7,536,40,1,1,2
1,3,1,1,1,21,30,1,1,1
34,3,1,2,1,385,70,1,1,2
35,2,1,1,1,390,30,1,1,1
54,2,2,1,1,633,40,1,1,2
62,3,1,1,1,744,30,1,1,2
43,3,3,1,1,480,40,1,1,1
20,3,3,1,1,300,30,1,1,1
31,3,2,1,1,340,20,1,1,1
55,3,1,1,1,644,40,4,1,2
33,3,2,1,2,361,60,4,2,2
13,2,1,1,2,200,30,1,1,1
36,3,2,1,2,404,30,1,1,1
5,2,2,1,2,95,30,1,1,1
20,3,2,1,2,303,30,1,1,1
1,3,1,1,2,17,20,1,1,1
7,3,3,1,2,129,50,1,1,1
50,3,1,2,2,596,60,1,2,1
32,3,1,1,2,353,60,1,2,2
1,3,1,1,2,19,30,1,1,1
44,3,2,1,2,494,30,1,1,1
43,3,2,1,2,474,70,1,2,2
1,3,2,1,2,7,30,4,1,1
22,3,2,1,2,276,30,4,1,1
1,3,2,2,2,27,30,4,9,1
43,3,2,2,3,481,60,1,1,2
50,3,2,3,3,586,60,1,1,2
13,2,2,1,3,200,30,1,1,1
52,3,2,1,3,607,60,1,1,2
50,3,2,4,3,583,70,1,1,2
41,2,2,1,3,430,30,4,1,1
16,3,1,1,3,233,30,4,1,1
22,3,2,1,4,286,40,1,1,1
1,3,1,1,4,27,30,1,1,1
42,3,2,2,4,462,30,1,1,1
97,2,2,1,4,937,60,1,1,2
60,3,2,1,4,723,30,1,1,1
11,3,1,1,4,161,30,1,1,1
1,2,1,1,4,15,30,1,1,1
41,2,1,1,4,431,30,1,1,1
7,3,2,1,4,129,60,1,1,2
46,3,2,1,4,536,30,1,1,1
62,3,2,1,4,741,30,4,1,1
44,2,1,2,4,502,60,6,1,2
36,2,1,1,5,405,50,7,9,2
14,3,3,1,5,211,70,1,1,2
44,3,2,1,5,494,50,1,1,2
95,3,2,1,5,923,20,1,1,1
52,3,2,1,5,612,50,1,1,2
50,1,2,1,5,585,30,1,1,1
6,2,1,1,5,106,40,1,1,1
52,3,3,2,5,610,30,1,1,1
23,3,2,3,5,291,30,1,1,2
97,3,2,1,5,926,30,1,9,1
1,3,1,3,5,25,30,4,1,1
50,3,2,1,5,596,60,1,1,2
37,3,2,1,5,415,30,1,1,1
14,2,1,2,6,211,30,4,1,2
7,3,2,1,6,130,60,1,1,2
13,2,2,1,6,204,40,1,1,1
46,3,2,1,6,542,60,1,1,2
42,2,2,1,6,454,20,1,1,1
60,1,2,1,6,722,60,1,4,2
12,3,3,2,6,182,60,1,1,2
4,3,2,1,6,83,60,1,1,2
46,2,2,2,6,531,50,1,1,2
42,3,3,1,6,456,70,1,1,2
43,3,2,1,6,485,50,1,1,2
14,3,2,1,6,215,30,1,9,1
1,3,2,1,6,1,30,1,2,1
97,3,2,4,6,938,30,4,8,1
6,3,2,1,6,101,30,7,9,1
20,3,2,1,7,307,30,4,1,1
5,2,1,1,7,90,70,1,1,2
12,3,4,1,7,187,70,1,1,2
12,3,2,1,7,181,60,1,1,2
34,3,2,2,7,384,30,1,1,2
34,3,2,1,7,380,20,1,1,1
50,3,2,1,7,596,30,1,7,2
22,3,1,1,7,277,30,1,1,2
47,2,2,1,7,555,30,1,1,1
97,3,1,1,7,937,30,5,2,1
43,3,2,1,7,472,30,1,1,1
62,2,1,2,7,743,60,4,2,2
1,3,2,1,1,31,30,4,1,1
45,3,1,1,1,511,40,1,2,2
50,3,1,1,1,589,60,6,5,2
53,2,2,1,1,625,30,1,1,2
46,3,2,2,1,544,30,1,1,1
23,3,3,1,1,292,40,1,1,1
45,2,1,1,1,512,40,1,1,1
91,3,2,1,1,927,60,1,1,2
42,3,2,2,1,456,40,1,1,2
46,2,2,1,1,540,30,6,1,2
16,3,2,1,2,228,30,4,1,1
35,3,2,1,2,392,50,1,1,2
22,3,2,2,2,270,70,1,1,2
62,3,2,1,2,742,30,1,2,1
5,3,2,1,2,91,30,1,2,1
30,3,2,1,2,323,30,1,9,1
21,3,2,1,2,258,30,1,1,1
46,3,1,1,2,540,30,1,1,2
17,3,1,1,2,245,30,1,1,1
6,3,4,1,2,104,30,4,1,1
42,3,3,2,2,452,70,4,1,2
6,3,1,2,3,114,30,4,1,1
20,2,2,1,3,302,40,1,1,1
21,3,1,1,3,253,30,1,1,1
91,3,2,1,3,927,60,1,5,2
50,2,2,1,3,583,30,1,2,1
30,3,2,1,3,323,40,1,9,2
14,3,2,1,3,213,20,1,1,1
20,3,2,2,3,300,30,1,1,1
54,3,2,1,3,635,30,1,1,1
1,3,2,3,3,14,40,1,1,1
46,2,2,3,3,531,70,4,1,2
1,3,5,1,4,25,70,1,1,1
1,3,2,1,4,8,30,1,1,1
54,3,2,1,4,635,60,1,1,2
42,3,2,1,4,462,50,1,1,1
93,3,2,1,4,918,30,1,2,1
13,3,2,1,4,204,30,1,9,1
1,3,2,1,4,29,40,1,1,1
17,2,3,2,4,243,30,1,1,1
52,3,2,1,4,607,30,1,1,1
20,3,1,1,4,305,30,1,1,1
50,3,2,1,4,581,40,4,1,2
46,3,2,1,4,533,30,4,1,2
47,3,2,1,5,565,30,4,1,1
22,3,2,1,5,277,60,1,2,2
3,3,2,1,5,62,30,1,9,1
52,2,2,1,5,601,20,1,1,1
47,2,1,1,5,560,30,1,1,1
37,3,2,1,5,412,70,1,1,2
5,3,2,2,5,95,30,1,1,1
1,2,1,1,5,18,30,1,1,1
97,3,1,1,5,926,20,1,1,1
5,3,2,1,5,91,30,1,1,1
61,3,2,2,5,733,60,1,1,1
62,3,2,1,5,744,30,1,1,1
1,3,1,1,5,31,30,1,1,1
12,3,2,1,5,182,30,1,1,1
41,3,2,1,5,434,70,4,1,2
40,3,2,1,6,420,30,1,1,2
31,2,3,1,6,343,40,1,1,2
45,2,1,1,6,38,30,1,1,1
16,3,1,1,6,231,30,1,1,2
44,3,2,2,6,505,60,1,1,2
1,3,1,1,6,21,30,1,1,1
34,1,3,2,6,382,60,1,1,2
62,3,2,2,6,741,30,1,1,1
62,3,2,1,6,744,30,1,1,2
1,2,2,1,6,13,40,1,1,1
31,3,2,1,6,342,30,1,9,2
6,3,1,1,6,104,30,4,1,1
93,3,4,2,6,934,70,7,1,2
33,3,1,2,6,360,40,4,1,2
50,3,1,1,7,596,60,6,2,2
1,3,1,1,7,27,30,1,1,1
20,3,2,1,7,305,30,1,2,1
7,3,2,2,7,124,30,1,1,2
52,3,1,1,7,606,30,1,1,1
21,3,2,1,7,257,30,1,2,1
46,3,3,1,7,538,40,1,2,1
97,3,2,1,7,932,30,1,1,2
44,3,2,1,7,491,60,1,1,2
20,3,2,2,7,300,30,1,2,1
10,3,1,1,7,150,60,4,1,1
5,2,2,1,7,91,30,4,1,1
1,3,1,1,7,8,30,4,1,1
23,3,1,2,1,292,50,6,1,2
50,3,1,1,1,582,30,6,2,1
32,3,1,1,1,355,60,1,1,2
10,3,4,2,1,146,50,1,1,1
43,3,3,3,1,481,50,1,1,1
4,2,2,3,1,73,60,1,1,2
7,3,2,2,1,130,30,1,9,1
17,3,2,1,1,243,30,1,1,1
52,3,2,1,1,607,30,1,1,1
11,3,2,1,1,169,50,1,1,2
97,3,3,1,1,932,70,1,1,2
43,3,2,1,2,484,70,6,1,2
41,2,2,1,2,432,70,6,1,2
36,2,2,1,2,400,60,1,1,2
62,3,3,1,2,741,30,1,1,2
33,3,2,2,2,365,60,1,7,2
47,1,1,1,2,551,30,1,1,1
21,3,2,1,2,251,30,1,1,2
46,3,1,1,2,539,50,1,1,2
10,3,2,2,2,150,30,1,1,1
30,2,2,1,2,328,30,1,9,1
43,3,2,1,2,474,30,1,1,1
13,2,1,1,2,203,30,1,1,1
41,3,2,1,2,434,70,4,1,1
46,3,2,1,2,540,30,4,1,1
37,1,1,1,2,414,60,6,1,1
33,3,2,1,3,364,30,1,1,1
6,3,2,1,3,107,30,1,1,1
43,3,2,1,3,482,30,1,1,1
50,3,1,1,3,585,30,1,1,2
43,3,3,3,3,481,50,1,1,2
13,3,1,1,3,204,20,1,1,1
